"","geneid","hl.ratio","pval"
"15716","MAGEA4","NA","NA"
"15717","GABRQ","NA","NA"
"15718","CHRNB3","NA","NA"
"15719","CHRNA6","NA","NA"
"15720","DOK2","NA","NA"
"15721","STAR","NA","NA"
"15722","SNTG1","NA","NA"
"15723","PXDNL","NA","NA"
"15724","ST18","NA","NA"
"15725","DNAJC5B","NA","NA"
"15726","PMP2","NA","NA"
"15727","PRDM14","NA","NA"
"15728","SLC26A7","NA","NA"
"15729","PSKH2","NA","NA"
"15730","ATP6V0D2","NA","NA"
"15731","DPYS","NA","NA"
"15732","FAM83A","NA","NA"
"15733","GSDMC","NA","NA"
"15734","FAM135B","NA","NA"
"15735","CER1","NA","NA"
"15736","IFNA5","NA","NA"
"15737","IFNA16","NA","NA"
"15738","IFNK","NA","NA"
"15739","SPATA31A3","NA","NA"
"15740","NTRK2","NA","NA"
"15741","SHC3","NA","NA"
"15742","LPPR1","NA","NA"
"15743","OR13C4","NA","NA"
"15744","ACTL7B","NA","NA"
"15745","CRB2","NA","NA"
"15746","OR5C1","NA","NA"
"15747","LCN2","NA","NA"
"15748","IDI2","NA","NA"
"15749","LCN9","NA","NA"
"15750","CACNA1B","NA","NA"
"15751","SLC39A12","NA","NA"
"15752","ST8SIA6","NA","NA"
"15753","ANKRD30A","NA","NA"
"15754","A1CF","NA","NA"
"15755","LRIT1","NA","NA"
"15756","C10orf11","NA","NA"
"15757","HABP2","NA","NA"
"15758","VAX1","NA","NA"
"15759","NPFFR1","NA","NA"
"15760","PLEKHS1","NA","NA"
"15761","CYP17A1","NA","NA"
"15762","INA","NA","NA"
"15763","NKX6-2","NA","NA"
"15764","GAS2","NA","NA"
"15765","SLC5A12","NA","NA"
"15766","LRRC4C","NA","NA"
"15767","SAA4","NA","NA"
"15768","SCGB1A1","NA","NA"
"15769","GLYAT","NA","NA"
"15770","OR5F1","NA","NA"
"15771","CCDC81","NA","NA"
"15772","KLHL35","NA","NA"
"15773","DRD2","NA","NA"
"15774","HTR3B","NA","NA"
"15775","GLB1L2","NA","NA"
"15776","GRIK4","NA","NA"
"15777","ST14","NA","NA"
"15778","GGTLC1","NA","NA"
"15779","C20orf78","NA","NA"
"15780","SLC22A8","NA","NA"
"15781","TMC2","NA","NA"
"15782","ZP1","NA","NA"
"15783","PLAC1L","NA","NA"
"15784","MS4A3","NA","NA"
"15785","MS4A2","NA","NA"
"15786","ESAM","NA","NA"
"15787","MPZL2","NA","NA"
"15788","SCN2B","NA","NA"
"15789","DUSP15","NA","NA"
"15790","C20orf144","NA","NA"
"15791","OCSTAMP","NA","NA"
"15792","CNBD2","NA","NA"
"15793","SPINT4","NA","NA"
"15794","CDH22","NA","NA"
"15795","GPHA2","NA","NA"
"15796","SLC22A9","NA","NA"
"15797","FAM57B","NA","NA"
"15798","DOC2A","NA","NA"
"15799","CNKSR2","NA","NA"
"15800","CNTN5","NA","NA"
"15801","KLRF1","NA","NA"
"15802","CLEC1A","NA","NA"
"15803","MKX","NA","NA"
"15804","C10orf68","NA","NA"
"15805","GRIN2B","NA","NA"
"15806","ANXA8L1","NA","NA"
"15807","FRMPD2P2","NA","NA"
"15808","FXYD4","NA","NA"
"15809","OR8K1","NA","NA"
"15810","OR5M9","NA","NA"
"15811","PCDH15","NA","NA"
"15812","FCGR1A","NA","NA"
"15813","KLHL1","NA","NA"
"15814","FAM124A","NA","NA"
"15815","MIA2","NA","NA"
"15816","GPM6A","NA","NA"
"15817","WDR17","NA","NA"
"15818","SPATA4","NA","NA"
"15819","CD226","NA","NA"
"15820","CNDP1","NA","NA"
"15821","CCDC83","-0.11859356499175","0.90623865753859201"
"15822","RGS18","NA","NA"
"15823","PPP1R1C","NA","NA"
"15824","C11orf53","NA","NA"
"15825","PIH1D2","NA","NA"
"15826","IL18","NA","NA"
"15827","TEX12","NA","NA"
"15828","C2orf50","NA","NA"
"15829","FREM2","NA","NA"
"15830","TKTL2","NA","NA"
"15831","ENKUR","NA","NA"
"15832","GPR158","NA","NA"
"15833","LYZL2","NA","NA"
"15834","KCNA6","NA","NA"
"15835","RAD9B","NA","NA"
"15836","MAT1A","NA","NA"
"15837","AGAP11","NA","NA"
"15838","ALLC","NA","NA"
"15839","KCTD14","NA","NA"
"15840","THRSP","NA","NA"
"15841","MSGN1","NA","NA"
"15842","ATP6V1G3","NA","NA"
"15843","SLC25A31","0.222482321278865","0.97005220537753001"
"15844","DRD3","NA","NA"
"15845","POU4F2","NA","NA"
"15846","VENTX","NA","NA"
"15847","ITIH2","5.0734611058698702","0"
"15848","KCNJ1","NA","NA"
"15849","TMEM45B","NA","NA"
"15850","TDO2","NA","NA"
"15851","SLC35F4","NA","NA"
"15852","GABRA2","NA","NA"
"15853","CCDC175","NA","NA"
"15854","PABPC3","NA","NA"
"15855","GLT1D1","NA","NA"
"15856","TMEM132D","NA","NA"
"15857","RBM46","NA","NA"
"15858","MCHR2","NA","NA"
"15859","TMEM56","NA","NA"
"15860","TUBA3E","NA","NA"
"15861","ASTN1","NA","NA"
"15862","CFC1B","NA","NA"
"15863","TMEM163","NA","NA"
"15864","CYSLTR2","NA","NA"
"15865","GRID2","3.8759526061682101","5.0442145737257998E-2"
"15866","ARL11","NA","NA"
"15867","RIT2","NA","NA"
"15868","G6PC2","NA","NA"
"15869","PTH","NA","NA"
"15870","PDE3B","NA","NA"
"15871","KCNK13","NA","NA"
"15872","GUCY1A2","NA","NA"
"15873","BOLL","NA","NA"
"15874","ZSCAN1","NA","NA"
"15875","GRIA4","NA","NA"
"15876","DSPP","NA","NA"
"15877","DMP1","NA","NA"
"15878","MEPE","NA","NA"
"15879","CAPSL","NA","NA"
"15880","CCNO","NA","NA"
"15881","DDX4","1.7275898324581301E-2","0.89907158141157995"
"15882","CLEC4F","NA","NA"
"15883","CATSPER3","NA","NA"
"15884","TCTEX1D1","NA","NA"
"15885","ANKRD22","NA","NA"
"15886","BMP3","NA","NA"
"15887","GRM1","NA","NA"
"15888","CNTNAP4","NA","NA"
"15889","RAB3C","NA","NA"
"15890","IFLTD1","NA","NA"
"15891","MARVELD2","NA","NA"
"15892","NRSN1","NA","NA"
"15893","JAKMIP1","NA","NA"
"15894","CPB1","NA","NA"
"15895","LGI2","NA","NA"
"15896","TEKT5","6.6982433922033504","2.46947007199973E-3"
"15897","ACMSD","NA","NA"
"15898","ACOXL","NA","NA"
"15899","CLGN","NA","NA"
"15900","SYCP2L","NA","NA"
"15901","BMP6","NA","NA"
"15902","RGPD3","NA","NA"
"15903","MERTK","NA","NA"
"15904","OR14K1","NA","NA"
"15905","FEZF2","NA","NA"
"15906","GPR110","NA","NA"
"15907","GPR115","NA","NA"
"15908","FRMD1","NA","NA"
"15909","PLEKHG4B","NA","NA"
"15910","C16orf89","NA","NA"
"15911","TEX29","NA","NA"
"15912","SPACA7","NA","NA"
"15913","CD8A","NA","NA"
"15914","GOLGA8F","NA","NA"
"15915","TGIF2LX","NA","NA"
"15916","FAM92B","NA","NA"
"15917","TMPRSS11D","NA","NA"
"15918","SPHKAP","NA","NA"
"15919","KCNJ16","NA","NA"
"15920","MCOLN2","NA","NA"
"15921","ANKFN1","NA","NA"
"15922","ASB17","NA","NA"
"15923","GRAP","NA","NA"
"15924","SLC5A10","NA","NA"
"15925","CHST9","NA","NA"
"15926","DNAAF1","NA","NA"
"15927","C16orf74","NA","NA"
"15928","JPH3","NA","NA"
"15929","PANX3","NA","NA"
"15930","FAM134B","NA","NA"
"15931","CDH12","NA","NA"
"15932","GPR15","NA","NA"
"15933","CERS3","NA","NA"
"15934","GAL3ST2","NA","NA"
"15935","ENPP3","NA","NA"
"15936","WNT3A","NA","NA"
"15937","PPP1R3A","NA","NA"
"15938","ASZ1","NA","NA"
"15939","GPR26","NA","NA"
"15940","MMP21","NA","NA"
"15941","C10orf90","NA","NA"
"15942","CNTNAP3B","NA","NA"
"15943","FAM27C","NA","NA"
"15944","PSMA8","NA","NA"
"15945","TMSB4Y","NA","NA"
"15946","CHODL","NA","NA"
"15947","TMPRSS15","NA","NA"
"15948","L3MBTL4","NA","NA"
"15949","SLFN13","NA","NA"
"15950","WNT7A","NA","NA"
"15951","C17orf50","NA","NA"
"15952","FGD5","NA","NA"
"15953","CA10","NA","NA"
"15954","41895","NA","NA"
"15955","RSPH10B","NA","NA"
"15956","CNTNAP5","NA","NA"
"15957","PROM2","NA","NA"
"15958","ODF1","NA","NA"
"15959","OR4K1","NA","NA"
"15960","GPR78","NA","NA"
"15961","RP11-195B21.3","NA","NA"
"15962","SAMSN1","NA","NA"
"15963","PPM1J","NA","NA"
"15964","TRIM74","NA","NA"
"15965","MAGEC1","NA","NA"
"15966","LRGUK","NA","NA"
"15967","XAGE2B","NA","NA"
"15968","PIK3AP1","NA","NA"
"15969","VSIG4","NA","NA"
"15970","PDZD9","NA","NA"
"15971","OTOA","NA","NA"
"15972","SPAG17","NA","NA"
"15973","CYLC2","NA","NA"
"15974","FAM154A","NA","NA"
"15975","TRIM42","NA","NA"
"15976","RAET1L","NA","NA"
"15977","SLA","NA","NA"
"15978","CLIC2","NA","NA"
"15979","GRIP1","NA","NA"
"15980","KIF5A","NA","NA"
"15981","NAT2","NA","NA"
"15982","MAGEA8","NA","NA"
"15983","UGT2B4","NA","NA"
"15984","GPR61","NA","NA"
"15985","BATF","NA","NA"
"15986","ADAMTS3","NA","NA"
"15987","ALX3","NA","NA"
"15988","PPEF2","NA","NA"
"15989","C15orf26","NA","NA"
"15990","SLC28A1","NA","NA"
"15991","CXCL13","NA","NA"
"15992","CLDN17","NA","NA"
"15993","CLDN8","NA","NA"
"15994","FUT6","NA","NA"
"15995","FGF18","NA","NA"
"15996","PCDH1","NA","NA"
"15997","KCNS2","NA","NA"
"15998","LRFN2","NA","NA"
"15999","NODAL","NA","NA"
"16000","PRG3","NA","NA"
"16001","GLYATL2","NA","NA"
"16002","MS4A1","NA","NA"
"16003","ITGAD","NA","NA"
"16004","GPR112","NA","NA"
"16005","ZIC3","NA","NA"
"16006","LHFPL4","NA","NA"
"16007","B3GNT7","NA","NA"
"16008","MPV17L","NA","NA"
"16009","SST","NA","NA"
"16010","GHRL","NA","NA"
"16011","SHCBP1L","NA","NA"
"16012","ATP2B2","-0.29624916382683902","0.77545034293426796"
"16013","LYZL4","NA","NA"
"16014","SLC6A1","NA","NA"
"16015","C8A","NA","NA"
"16016","CDCP2","NA","NA"
"16017","HTR5A","NA","NA"
"16018","SUSD3","NA","NA"
"16019","TMED6","NA","NA"
"16020","CLEC18A","NA","NA"
"16021","C1orf158","NA","NA"
"16022","CLEC18C","NA","NA"
"16023","ARMC12","NA","NA"
"16024","CACNA1D","NA","NA"
"16025","KIT","NA","NA"
"16026","ERG","NA","NA"
"16027","C9orf43","NA","NA"
"16028","SVOPL","NA","NA"
"16029","CABP1","NA","NA"
"16030","RPS4Y2","NA","NA"
"16031","CCDC164","NA","NA"
"16032","CIB4","NA","NA"
"16033","MEGF11","NA","NA"
"16034","RADIL","NA","NA"
"16035","SSX2B","NA","NA"
"16036","KRTCAP3","NA","NA"
"16037","ANKRD61","NA","NA"
"16038","SLC30A2","NA","NA"
"16039","DUSP2","NA","NA"
"16040","GRHL3","NA","NA"
"16041","NLRP14","7.0703904928533996","1.8950675955750299E-3"
"16042","GALNT14","NA","NA"
"16043","RHPN1","NA","NA"
"16044","LRRC43","NA","NA"
"16045","XDH","NA","NA"
"16046","RHBDL2","NA","NA"
"16047","RIBC1","NA","NA"
"16048","C2orf62","NA","NA"
"16049","NRG2","NA","NA"
"16050","CD1D","NA","NA"
"16051","CD1A","NA","NA"
"16052","CD1C","NA","NA"
"16053","SNX29P1","NA","NA"
"16054","CD1B","NA","NA"
"16055","DNAH3","NA","NA"
"16056","CD1E","NA","NA"
"16057","HMHB1","NA","NA"
"16058","CPA2","NA","NA"
"16059","CPA5","NA","NA"
"16060","POM121L2","NA","NA"
"16061","PFKFB1","NA","NA"
"16062","ALAS2","NA","NA"
"16063","PAGE5","NA","NA"
"16064","PKD1L1","NA","NA"
"16065","HTR6","NA","NA"
"16066","ITLN2","NA","NA"
"16067","PLA2G2F","NA","NA"
"16068","NPM2","NA","NA"
"16069","EDA","NA","NA"
"16070","FGF17","NA","NA"
"16071","VWA5B1","NA","NA"
"16072","CDA","NA","NA"
"16073","SLC5A11","NA","NA"
"16074","FCER1G","NA","NA"
"16075","APOA2","NA","NA"
"16076","WFDC8","NA","NA"
"16077","WNT9B","NA","NA"
"16078","DMRTC1","NA","NA"
"16079","PRAC","NA","NA"
"16080","C1QC","NA","NA"
"16081","KCNE2","NA","NA"
"16082","GIP","NA","NA"
"16083","TUBBP5","NA","NA"
"16084","GJD2","NA","NA"
"16085","GOLGA6A","NA","NA"
"16086","SCUBE1","NA","NA"
"16087","PLA2G4D","NA","NA"
"16088","PADI4","NA","NA"
"16089","M1AP","NA","NA"
"16090","IRX6","NA","NA"
"16091","CES5A","NA","NA"
"16092","CELF3","NA","NA"
"16093","LCE2B","NA","NA"
"16094","TGM7","NA","NA"
"16095","SPRR2G","NA","NA"
"16096","PGLYRP3","NA","NA"
"16097","CCDC135","NA","NA"
"16098","TEPP","NA","NA"
"16099","UROC1","NA","NA"
"16100","LRRC36","NA","NA"
"16101","AGRP","NA","NA"
"16102","RLTPR","NA","NA"
"16103","PIP","-4.4809708510456403","4.0600268897941903E-2"
"16104","LYPD5","NA","NA"
"16105","ZNF890P","NA","NA"
"16106","TNFRSF13C","NA","NA"
"16107","OR3A3","NA","NA"
"16108","CPAMD8","NA","NA"
"16109","ABCG1","NA","NA"
"16110","TFF3","NA","NA"
"16111","TFF2","NA","NA"
"16112","TFF1","NA","NA"
"16113","TMPRSS3","NA","NA"
"16114","UBASH3A","NA","NA"
"16115","RSPH1","NA","NA"
"16116","SLC37A1","NA","NA"
"16117","CRYAA","NA","NA"
"16118","ZNF66P","NA","NA"
"16119","FTCD","NA","NA"
"16120","S100B","NA","NA"
"16121","CLDND2","NA","NA"
"16122","ZNF208","NA","NA"
"16123","FCN2","NA","NA"
"16124","LCN1","NA","NA"
"16125","HIPK4","NA","NA"
"16126","SPTBN4","NA","NA"
"16127","COX6B2","NA","NA"
"16128","TMEM190","NA","NA"
"16129","AMICA1","NA","NA"
"16130","CD3G","NA","NA"
"16131","CXCR5","NA","NA"
"16132","CHRNB2","NA","NA"
"16133","CCR5","NA","NA"
"16134","LRRC71","NA","NA"
"16135","GATS","NA","NA"
"16136","FCRL3","NA","NA"
"16137","AZGP1","NA","NA"
"16138","CYP3A4","NA","NA"
"16139","CYP3A7","NA","NA"
"16140","CYP11B1","NA","NA"
"16141","HK3","NA","NA"
"16142","PTGER1","NA","NA"
"16143","COL26A1","NA","NA"
"16144","FOXH1","NA","NA"
"16145","CCDC105","NA","NA"
"16146","PGLYRP2","-5.49944571184857","3.1818974469436999E-13"
"16147","SCGB3A1","NA","NA"
"16148","CELF5","NA","NA"
"16149","USP41","NA","NA"
"16150","CCDC116","NA","NA"
"16151","DMKN","NA","NA"
"16152","NPHS1","NA","NA"
"16153","IKZF3","NA","NA"
"16154","GRIN2C","NA","NA"
"16155","LYZL6","NA","NA"
"16156","CCL16","NA","NA"
"16157","CCL15-CCL14","NA","NA"
"16158","KLHL10","NA","NA"
"16159","CCDC155","NA","NA"
"16160","HCRT","NA","NA"
"16161","DCD","-7.1392265433937503","0"
"16162","SIGLEC11","NA","NA"
"16163","SIGLEC16","NA","NA"
"16164","CD300LG","NA","NA"
"16165","IZUMO2","NA","NA"
"16166","AQP5","NA","NA"
"16167","OR7G1","NA","NA"
"16168","KRT84","NA","NA"
"16169","KRT82","NA","NA"
"16170","SYCE2","NA","NA"
"16171","ALOX15","-0.22132460326453801","0.82917486130099005"
"16172","TREML1","NA","NA"
"16173","SCIMP","NA","NA"
"16174","BCL6B","NA","NA"
"16175","ASGR2","NA","NA"
"16176","CCDC42","NA","NA"
"16177","C16orf11","NA","NA"
"16178","MSLNL","NA","NA"
"16179","SSTR5","NA","NA"
"16180","MEIOB","NA","NA"
"16181","HS3ST6","NA","NA"
"16182","NTN3","NA","NA"
"16183","CCDC64B","NA","NA"
"16184","ZG16B","NA","NA"
"16185","ASRGL1","NA","NA"
"16186","GNG3","NA","NA"
"16187","ITIH3","-1.7355028421254","1.0870356584096999E-28"
"16188","FGF19","NA","NA"
"16189","CYP4A22","NA","NA"
"16190","PDZK1IP1","NA","NA"
"16191","TAL1","NA","NA"
"16192","ELAVL4","NA","NA"
"16193","SLC1A7","NA","NA"
"16194","C1orf177","NA","NA"
"16195","BSND","NA","NA"
"16196","CTRC","NA","NA"
"16197","KNCN","NA","NA"
"16198","TMEM82","6.3164398833998696","7.5412992084823698E-3"
"16199","AKR7A3","NA","NA"
"16200","MATN1","NA","NA"
"16201","UBXN10","NA","NA"
"16202","WNT4","NA","NA"
"16203","TTLL10","NA","NA"
"16204","CCDC27","NA","NA"
"16205","IL23R","NA","NA"
"16206","C1orf87","NA","NA"
"16207","LRRIQ3","NA","NA"
"16208","LRRC53","NA","NA"
"16209","LHX8","NA","NA"
"16210","HFM1","NA","NA"
"16211","FAM5C","NA","NA"
"16212","GFI1","NA","NA"
"16213","NLRP3","NA","NA"
"16214","TRIM58","NA","NA"
"16215","SLAMF9","NA","NA"
"16216","OR2M5","NA","NA"
"16217","KCNJ9","NA","NA"
"16218","SLAMF6","NA","NA"
"16219","FCRLB","NA","NA"
"16220","FCGR3B","NA","NA"
"16221","SLC9C2","NA","NA"
"16222","KLHDC9","NA","NA"
"16223","LMX1A","NA","NA"
"16224","LRRC52","NA","NA"
"16225","FAM71A","NA","NA"
"16226","AXDND1","10.7621540034228","9.4367662217976299E-8"
"16227","TDRD5","NA","NA"
"16228","SPATA17","NA","NA"
"16229","WDR64","NA","NA"
"16230","KLHDC8A","NA","NA"
"16231","PM20D1","NA","NA"
"16232","OXER1","NA","NA"
"16233","HAAO","NA","NA"
"16234","C1orf147","NA","NA"
"16235","IL20","NA","NA"
"16236","IL24","NA","NA"
"16237","FAIM3","NA","NA"
"16238","PIGR","NA","NA"
"16239","FCAMR","NA","NA"
"16240","C1orf145","NA","NA"
"16241","TRIM17","NA","NA"
"16242","CAPN13","NA","NA"
"16243","LRRTM1","NA","NA"
"16244","KCNJ3","NA","NA"
"16245","NEUROD1","NA","NA"
"16246","C2orf48","NA","NA"
"16247","ZSWIM2","-3.6863813694481502","5.9147766017052197E-2"
"16248","VSNL1","NA","NA"
"16249","ANKRD30BL","NA","NA"
"16250","SLC16A14","NA","NA"
"16251","TEKT4","NA","NA"
"16252","NOSTRIN","NA","NA"
"16253","PCDP1","NA","NA"
"16254","CCDC140","NA","NA"
"16255","BIRC8","NA","NA"
"16256","HPGDS","NA","NA"
"16257","PDHA2","NA","NA"
"16258","STPG2","NA","NA"
"16259","NEURL3","NA","NA"
"16260","ANKRD23","NA","NA"
"16261","BNIPL","NA","NA"
"16262","C1QTNF7","NA","NA"
"16263","TNFAIP8L2","NA","NA"
"16264","TMOD4","NA","NA"
"16265","SMCP","NA","NA"
"16266","IVL","NA","NA"
"16267","SPRR3","NA","NA"
"16268","SPRR2D","NA","NA"
"16269","BMP10","NA","NA"
"16270","PGLYRP4","NA","NA"
"16271","ARHGAP25","NA","NA"
"16272","S100A9","NA","NA"
"16273","S100A12","NA","NA"
"16274","TDRD10","NA","NA"
"16275","CRYGC","NA","NA"
"16276","C1orf189","NA","NA"
"16277","NPPC","NA","NA"
"16278","GABRG1","NA","NA"
"16279","GABRB1","NA","NA"
"16280","ALPI","NA","NA"
"16281","DAPL1","NA","NA"
"16282","LENEP","NA","NA"
"16283","DCST2","NA","NA"
"16284","DCST1","NA","NA"
"16285","C1orf106","NA","NA"
"16286","FAM19A4","NA","NA"
"16287","CCKAR","NA","NA"
"16288","SLC15A2","NA","NA"
"16289","PROK2","NA","NA"
"16290","C3orf30","NA","NA"
"16291","ELF3","NA","NA"
"16292","PDCL2","NA","NA"
"16293","CXCR1","NA","NA"
"16294","FEV","NA","NA"
"16295","CRYBA2","NA","NA"
"16296","IHH","NA","NA"
"16297","RETNLB","NA","NA"
"16298","FCRL4","NA","NA"
"16299","TRAT1","NA","NA"
"16300","DPPA2","NA","NA"
"16301","FCRL1","NA","NA"
"16302","SPTA1","NA","NA"
"16303","MNDA","NA","NA"
"16304","PYHIN1","NA","NA"
"16305","AIM2","NA","NA"
"16306","EFHB","NA","NA"
"16307","SLC2A2","NA","NA"
"16308","FABP1","NA","NA"
"16309","CTLA4","NA","NA"
"16310","ICOS","NA","NA"
"16311","CD200R1","NA","NA"
"16312","CADPS","-0.41543887699584597","0.82185464953012"
"16313","SYNPR","NA","NA"
"16314","ALB","-6.2499675010928799","2.1952526297587501E-114"
"16315","C3orf49","NA","NA"
"16316","FAM194A","NA","NA"
"16317","CLRN1","NA","NA"
"16318","HESX1","NA","NA"
"16319","DCLK3","NA","NA"
"16320","DNASE1L3","NA","NA"
"16321","FANCD2OS","NA","NA"
"16322","PPBP","NA","NA"
"16323","PF4","NA","NA"
"16324","PLSCR2","NA","NA"
"16325","CCDC158","-8.5113116228302896","1.1783964959593599E-9"
"16326","TCF23","NA","NA"
"16327","DNAJC5G","NA","NA"
"16328","UCN","NA","NA"
"16329","PLB1","NA","NA"
"16330","SPDYA","NA","NA"
"16331","TGM4","NA","NA"
"16332","SLC6A20","NA","NA"
"16333","CCR1","NA","NA"
"16334","RTP3","NA","NA"
"16335","FBXO40","NA","NA"
"16336","NMNAT3","NA","NA"
"16337","GRIK3","NA","NA"
"16338","CCDC37","NA","NA"
"16339","CAMK2N2","NA","NA"
"16340","LIPH","NA","NA"
"16341","RHO","NA","NA"
"16342","C3orf65","NA","NA"
"16343","ZDHHC19","NA","NA"
"16344","SLC51A","NA","NA"
"16345","OTOP1","NA","NA"
"16346","S100P","NA","NA"
"16347","CLDN19","NA","NA"
"16348","EMCN","NA","NA"
"16349","SLC9B1","NA","NA"
"16350","CAMP","NA","NA"
"16351","FBXW12","NA","NA"
"16352","BSN","NA","NA"
"16353","CAMKV","NA","NA"
"16354","MST1R","NA","NA"
"16355","GRM2","NA","NA"
"16356","AGXT2L1","NA","NA"
"16357","NDST3","NA","NA"
"16358","ADAD1","NA","NA"
"16359","GUCY1A3","NA","NA"
"16360","C4orf45","NA","NA"
"16361","NPY1R","NA","NA"
"16362","NPY5R","NA","NA"
"16363","SLC45A2","NA","NA"
"16364","ZNF474","NA","NA"
"16365","GPR98","NA","NA"
"16366","F2RL2","NA","NA"
"16367","PRDM9","NA","NA"
"16368","SCGB3A2","NA","NA"
"16369","SPINK1","NA","NA"
"16370","HTR4","NA","NA"
"16371","CDC20B","NA","NA"
"16372","SPZ1","NA","NA"
"16373","ENPP6","NA","NA"
"16374","CAGE1","NA","NA"
"16375","TMEM174","NA","NA"
"16376","CARTPT","NA","NA"
"16377","FAM170A","NA","NA"
"16378","KLKB1","-0.32187095264400201","0.82806080906014601"
"16379","SLC6A18","NA","NA"
"16380","FOXQ1","NA","NA"
"16381","C6orf195","NA","NA"
"16382","GPR111","NA","NA"
"16383","ACSL6","NA","NA"
"16384","IL3","NA","NA"
"16385","CSF2","NA","NA"
"16386","41889","NA","NA"
"16387","GJB7","NA","NA"
"16388","FABP7","NA","NA"
"16389","TLX3","NA","NA"
"16390","FAM26D","NA","NA"
"16391","T","NA","NA"
"16392","IL22RA2","NA","NA"
"16393","DACT2","NA","NA"
"16394","C7orf72","NA","NA"
"16395","HIST1H2AA","NA","NA"
"16396","IL31RA","NA","NA"
"16397","ANKRD55","NA","NA"
"16398","PI16","NA","NA"
"16399","FAM183B","NA","NA"
"16400","HCN1","NA","NA"
"16401","MYOZ3","NA","NA"
"16402","NEUROD6","NA","NA"
"16403","FBXL21","NA","NA"
"16404","KCNK5","NA","NA"
"16405","KIF6","0.21046941401126601","0.92587003999706197"
"16406","C7orf62","NA","NA"
"16407","SP8","NA","NA"
"16408","IQUB","NA","NA"
"16409","SHH","NA","NA"
"16410","TAGAP","NA","NA"
"16411","CHMP4C","NA","NA"
"16412","SLC35G3","NA","NA"
"16413","SUN3","NA","NA"
"16414","C7orf57","NA","NA"
"16415","HNF4G","NA","NA"
"16416","SLC30A8","NA","NA"
"16417","SBSPON","3.1980374553480901","0.17411642963834301"
"16418","KCNV1","NA","NA"
"16419","DEFA5","NA","NA"
"16420","DEFA4","NA","NA"
"16421","DEFA6","NA","NA"
"16422","DEFB1","NA","NA"
"16423","GPER","NA","NA"
"16424","UNCX","NA","NA"
"16425","NOS3","NA","NA"
"16426","SPAG11B","NA","NA"
"16427","CA3","NA","NA"
"16428","SLC7A13","NA","NA"
"16429","GBX1","NA","NA"
"16430","DCSTAMP","NA","NA"
"16431","C9orf24","NA","NA"
"16432","DIRAS2","NA","NA"
"16433","SYK","NA","NA"
"16434","NIPSNAP3B","NA","NA"
"16435","PRKACG","NA","NA"
"16436","ZMAT4","NA","NA"
"16437","NKX6-3","NA","NA"
"16438","PRSS37","NA","NA"
"16439","CPA6","NA","NA"
"16440","TMC1","NA","NA"
"16441","C7orf45","NA","NA"
"16442","TRPV6","NA","NA"
"16443","C7orf34","NA","NA"
"16444","FBP1","NA","NA"
"16445","CXorf22","NA","NA"
"16446","CYBB","NA","NA"
"16447","NCF1C","NA","NA"
"16448","C9orf84","NA","NA"
"16449","CXorf58","NA","NA"
"16450","RNF183","NA","NA"
"16451","ASB11","NA","NA"
"16452","FIGF","NA","NA"
"16453","OR1Q1","NA","NA"
"16454","OR1K1","NA","NA"
"16455","CLDN3","NA","NA"
"16456","WNK2","NA","NA"
"16457","AQP7","NA","NA"
"16458","ARMC3","NA","NA"
"16459","CCDC67","NA","NA"
"16460","SLC7A3","NA","NA"
"16461","GPR101","NA","NA"
"16462","CLDN2","NA","NA"
"16463","LRFN5","NA","NA"
"16464","LRRC18","NA","NA"
"16465","ZNF488","NA","NA"
"16466","ANXA8","NA","NA"
"16467","41705","NA","NA"
"16468","TSHR","NA","NA"
"16469","PHYHIPL","NA","NA"
"16470","FOLR2","NA","NA"
"16471","PHOX2A","NA","NA"
"16472","MBL2","NA","NA"
"16473","HEPACAM","NA","NA"
"16474","RPL10L","NA","NA"
"16475","MAGEC3","NA","NA"
"16476","C10orf25","NA","NA"
"16477","NGB","NA","NA"
"16478","NOXRED1","NA","NA"
"16479","CDX2","NA","NA"
"16480","AMER2","NA","NA"
"16481","AKR1E2","NA","NA"
"16482","SSX5","NA","NA"
"16483","SSX3","NA","NA"
"16484","OTX2","NA","NA"
"16485","FAAH2","NA","NA"
"16486","DRGX","NA","NA"
"16487","OXGR1","NA","NA"
"16488","UCMA","NA","NA"
"16489","SOHLH1","NA","NA"
"16490","DACH1","NA","NA"
"16491","CLEC1B","NA","NA"
"16492","TMEM52B","NA","NA"
"16493","FRMD7","NA","NA"
"16494","AK8","NA","NA"
"16495","GFI1B","NA","NA"
"16496","FAM69B","NA","NA"
"16497","STOX1","NA","NA"
"16498","RET","NA","NA"
"16499","OR4K2","NA","NA"
"16500","SLC39A2","NA","NA"
"16501","RNASE7","NA","NA"
"16502","PPP1R36","NA","NA"
"16503","BTNL9","NA","NA"
"16504","PRAP1","NA","NA"
"16505","FAM194B","NA","NA"
"16506","CYP2C19","NA","NA"
"16507","PNLIPRP2","NA","NA"
"16508","C10orf82","NA","NA"
"16509","GYLTL1B","NA","NA"
"16510","C12orf70","NA","NA"
"16511","SERPINA12","NA","NA"
"16512","PDZRN4","NA","NA"
"16513","SLC6A5","NA","NA"
"16514","CCDC38","NA","NA"
"16515","NELL1","NA","NA"
"16516","C1QL3","NA","NA"
"16517","KCNC2","NA","NA"
"16518","MAGEA9","NA","NA"
"16519","PASD1","NA","NA"
"16520","TMCO5A","NA","NA"
"16521","IL25","NA","NA"
