"","geneid","hl.ratio","pval"
"14912","TREM1","NA","NA"
"14913","CPNE5","NA","NA"
"14914","KCNK17","NA","NA"
"14915","CRISP1","NA","NA"
"14916","OPN5","NA","NA"
"14917","GCM2","NA","NA"
"14918","RAB17","NA","NA"
"14919","EREG","NA","NA"
"14920","SCGB1D2","NA","NA"
"14921","SCGB2A1","NA","NA"
"14922","SSUH2","NA","NA"
"14923","WNT1","NA","NA"
"14924","PIWIL1","NA","NA"
"14925","GPR18","NA","NA"
"14926","SLC10A2","NA","NA"
"14927","SOX21","NA","NA"
"14928","KIF25","NA","NA"
"14929","41887","NA","NA"
"14930","AMELX","NA","NA"
"14931","TEKT3","NA","NA"
"14932","C1orf61","NA","NA"
"14933","BARHL1","NA","NA"
"14934","KIR2DL1","NA","NA"
"14935","SRMS","NA","NA"
"14936","NPBWR2","NA","NA"
"14937","C20orf195","NA","NA"
"14938","BHLHE23","NA","NA"
"14939","IL37","NA","NA"
"14940","RP11-51F16.8","NA","NA"
"14941","TNFSF14","NA","NA"
"14942","TGM3","NA","NA"
"14943","GNRH2","NA","NA"
"14944","DEFB126","NA","NA"
"14945","FOXA2","NA","NA"
"14946","FAM182A","NA","NA"
"14947","CD93","NA","NA"
"14948","PAX1","NA","NA"
"14949","CST8","NA","NA"
"14950","NKX2-4","NA","NA"
"14951","NKX2-2","NA","NA"
"14952","CSTL1","NA","NA"
"14953","CST11","NA","NA"
"14954","OVOL2","NA","NA"
"14955","PCSK2","NA","NA"
"14956","GFRA4","NA","NA"
"14957","LRRN4","NA","NA"
"14958","TCF15","NA","NA"
"14959","OTOR","NA","NA"
"14960","BANF2","NA","NA"
"14961","TMEM74B","NA","NA"
"14962","C20orf187","NA","NA"
"14963","SIRPD","NA","NA"
"14964","DEFB129","NA","NA"
"14965","S1PR4","NA","NA"
"14966","CITED1","NA","NA"
"14967","C20orf173","NA","NA"
"14968","FAM83C","NA","NA"
"14969","BPIFB1","NA","NA"
"14970","GRPR","NA","NA"
"14971","PROZ","NA","NA"
"14972","SLURP1","NA","NA"
"14973","GPR42","NA","NA"
"14974","KIRREL2","NA","NA"
"14975","FFAR2","NA","NA"
"14976","HCST","NA","NA"
"14977","FFAR1","NA","NA"
"14978","KRT36","NA","NA"
"14979","PRRG2","NA","NA"
"14980","TSKS","NA","NA"
"14981","CSN1S1","NA","NA"
"14982","STATH","NA","NA"
"14983","HTN1","NA","NA"
"14984","PRKCG","NA","NA"
"14985","DACH2","NA","NA"
"14986","SSX1","NA","NA"
"14987","CFP","NA","NA"
"14988","RHOJ","NA","NA"
"14989","PZP","6.9988859310277496","0"
"14990","PRDM7","NA","NA"
"14991","OMG","NA","NA"
"14992","AVPR2","NA","NA"
"14993","NXF5","NA","NA"
"14994","RGS13","NA","NA"
"14995","FGD3","NA","NA"
"14996","EDN2","NA","NA"
"14997","BCL11B","NA","NA"
"14998","ATP13A4","NA","NA"
"14999","HRASLS","NA","NA"
"15000","IL22","NA","NA"
"15001","TSPAN8","NA","NA"
"15002","TAS2R3","NA","NA"
"15003","TAS2R4","NA","NA"
"15004","TAS2R5","NA","NA"
"15005","CRYGN","NA","NA"
"15006","TRPV5","NA","NA"
"15007","PLA2G5","NA","NA"
"15008","OR7A10","NA","NA"
"15009","OR7C2","NA","NA"
"15010","F2RL3","NA","NA"
"15011","WFIKKN1","NA","NA"
"15012","FBXL16","NA","NA"
"15013","GNG13","NA","NA"
"15014","OR1E2","NA","NA"
"15015","VIL1","NA","NA"
"15016","ZNF835","NA","NA"
"15017","GNGT1","NA","NA"
"15018","LRFN1","NA","NA"
"15019","SPINK2","NA","NA"
"15020","VPREB3","NA","NA"
"15021","GAL3ST1","NA","NA"
"15022","C22orf24","NA","NA"
"15023","MGAT3","NA","NA"
"15024","MCHR1","NA","NA"
"15025","BAIAP2L2","NA","NA"
"15026","GALR3","NA","NA"
"15027","IGLL1","NA","NA"
"15028","APOBEC3A","NA","NA"
"15029","RIBC2","NA","NA"
"15030","TAS2R16","NA","NA"
"15031","CDHR3","NA","NA"
"15032","IRF5","NA","NA"
"15033","FEZF1","NA","NA"
"15034","OPN1SW","NA","NA"
"15035","HOXD1","NA","NA"
"15036","GAD1","NA","NA"
"15037","HOXD10","NA","NA"
"15038","HOXD11","NA","NA"
"15039","HOXD13","NA","NA"
"15040","GDF2","NA","NA"
"15041","WDFY4","NA","NA"
"15042","DLL4","NA","NA"
"15043","BBOX1","NA","NA"
"15044","TPH1","NA","NA"
"15045","SHBG","-6.8656721992608496","6.7710560442255303E-4"
"15046","AIPL1","NA","NA"
"15047","ATP1B2","NA","NA"
"15048","CCL4","NA","NA"
"15049","AP1M2","NA","NA"
"15050","KLK14","NA","NA"
"15051","SIGLEC9","NA","NA"
"15052","KLK10","NA","NA"
"15053","KLK8","NA","NA"
"15054","RIPK3","NA","NA"
"15055","ADCY4","NA","NA"
"15056","FOXA1","NA","NA"
"15057","NRL","NA","NA"
"15058","RNASE1","NA","NA"
"15059","EPB41L4A","NA","NA"
"15060","FOXJ1","NA","NA"
"15061","AANAT","NA","NA"
"15062","ART1","NA","NA"
"15063","VCY1B","NA","NA"
"15064","VCY","NA","NA"
"15065","CDY2B","NA","NA"
"15066","LPPR3","NA","NA"
"15067","INS-IGF2","NA","NA"
"15068","SYT5","NA","NA"
"15069","TNNI3","NA","NA"
"15070","PRRG3","NA","NA"
"15071","GALNT8","NA","NA"
"15072","KCNA5","NA","NA"
"15073","FAM155B","NA","NA"
"15074","GDPD2","NA","NA"
"15075","TSPAN16","NA","NA"
"15076","C19orf80","NA","NA"
"15077","ZSCAN10","NA","NA"
"15078","EXOC3L2","NA","NA"
"15079","DPP6","NA","NA"
"15080","ACE2","NA","NA"
"15081","NCAN","NA","NA"
"15082","PLVAP","NA","NA"
"15083","USHBP1","NA","NA"
"15084","ACSBG2","NA","NA"
"15085","FUT5","NA","NA"
"15086","BMP15","NA","NA"
"15087","EPO","0.273513546353221","0.90364427463678898"
"15088","FCHO1","NA","NA"
"15089","UNC13A","NA","NA"
"15090","KLHDC7B","NA","NA"
"15091","KIAA1683","NA","NA"
"15092","OR11H1","NA","NA"
"15093","CRB3","NA","NA"
"15094","SAG","NA","NA"
"15095","CALY","NA","NA"
"15096","CYP2E1","NA","NA"
"15097","HBZ","NA","NA"
"15098","MNX1","NA","NA"
"15099","GATA5","NA","NA"
"15100","RBBP8NL","NA","NA"
"15101","PRDM12","NA","NA"
"15102","GMFG","1.0922273699879199","0.70088797345572496"
"15103","ARHGEF16","NA","NA"
"15104","SMPDL3B","NA","NA"
"15105","CCDC62","NA","NA"
"15106","ANGPTL6","NA","NA"
"15107","PNCK","NA","NA"
"15108","DUSP9","NA","NA"
"15109","SLC7A10","NA","NA"
"15110","HSD17B3","NA","NA"
"15111","FAM22F","NA","NA"
"15112","FBP2","NA","NA"
"15113","RGN","0.28534734014493701","0.47230227430472799"
"15114","LILRB2","NA","NA"
"15115","TTLL9","NA","NA"
"15116","BPIFA2","NA","NA"
"15117","COX4I2","NA","NA"
"15118","BPIFA3","NA","NA"
"15119","DEFB118","NA","NA"
"15120","GFAP","NA","NA"
"15121","PYY","NA","NA"
"15122","HIGD1B","NA","NA"
"15123","TEX101","NA","NA"
"15124","CCL25","NA","NA"
"15125","RP11-178L8.4","NA","NA"
"15126","SLC34A1","NA","NA"
"15127","F12","NA","NA"
"15128","IDO1","NA","NA"
"15129","GJA9","NA","NA"
"15130","CDX4","NA","NA"
"15131","EMR3","NA","NA"
"15132","C3orf20","NA","NA"
"15133","KCNC3","NA","NA"
"15134","NAPSA","NA","NA"
"15135","LRRC4B","NA","NA"
"15136","RAMP2","NA","NA"
"15137","G6PC","NA","NA"
"15138","ANO1","NA","NA"
"15139","CA6","NA","NA"
"15140","RHOXF2","NA","NA"
"15141","TNS4","NA","NA"
"15142","PPP1R1B","NA","NA"
"15143","FSHB","NA","NA"
"15144","NR0B2","NA","NA"
"15145","LIN28A","NA","NA"
"15146","LRRC9","NA","NA"
"15147","ABHD12B","NA","NA"
"15148","C19orf57","NA","NA"
"15149","RTBDN","NA","NA"
"15150","LHX1","NA","NA"
"15151","GAS2L2","NA","NA"
"15152","SLC6A11","NA","NA"
"15153","NUP210","NA","NA"
"15154","FCRLA","NA","NA"
"15155","CNGA4","NA","NA"
"15156","IQCA1","NA","NA"
"15157","DDC","NA","NA"
"15158","FTHL17","NA","NA"
"15159","IGJ","NA","NA"
"15160","ANKRD20A3","NA","NA"
"15161","CLEC10A","NA","NA"
"15162","SLC52A1","NA","NA"
"15163","GUCY2D","NA","NA"
"15164","HSPA12B","NA","NA"
"15165","ANKEF1","3.1153037903118799","0.16832412913956299"
"15166","SCP2D1","NA","NA"
"15167","SSTR4","NA","NA"
"15168","RHBG","NA","NA"
"15169","BCAN","NA","NA"
"15170","CRP","NA","NA"
"15171","RAB25","NA","NA"
"15172","HAPLN2","NA","NA"
"15173","APCS","-9.8842223198995303","5.5886640129505603E-7"
"15174","FCRL2","NA","NA"
"15175","ACY3","NA","NA"
"15176","ALDH3B2","NA","NA"
"15177","MTL5","NA","NA"
"15178","DMGDH","NA","NA"
"15179","ANGPTL3","NA","NA"
"15180","SYT4","NA","NA"
"15181","SLC14A2","NA","NA"
"15182","NMUR2","NA","NA"
"15183","MTUS2","5.5859902390493703","4.3330097225902E-3"
"15184","TPTE2","NA","NA"
"15185","RNF17","-3.6192181923508699","4.2635122511864201E-2"
"15186","GPR12","NA","NA"
"15187","CHRM3","NA","NA"
"15188","LGR6","NA","NA"
"15189","RXFP2","NA","NA"
"15190","STOML3","NA","NA"
"15191","IRS4","NA","NA"
"15192","RNF128","NA","NA"
"15193","GNG5P2","NA","NA"
"15194","TEX13A","NA","NA"
"15195","PRAM1","NA","NA"
"15196","PDE6B","NA","NA"
"15197","LGALS12","NA","NA"
"15198","HRASLS2","NA","NA"
"15199","MYH11","NA","NA"
"15200","GGT2","NA","NA"
"15201","FAM83F","NA","NA"
"15202","SEC14L4","NA","NA"
"15203","GIMAP6","NA","NA"
"15204","GIMAP4","NA","NA"
"15205","NTS","NA","NA"
"15206","LRRIQ1","NA","NA"
"15207","SFTPD","NA","NA"
"15208","DYDC2","NA","NA"
"15209","SPINK5","NA","NA"
"15210","CA1","NA","NA"
"15211","LYVE1","NA","NA"
"15212","MICALCL","NA","NA"
"15213","TEX15","NA","NA"
"15214","DUSP26","NA","NA"
"15215","CATSPERB","NA","NA"
"15216","VRTN","NA","NA"
"15217","ADAM20","NA","NA"
"15218","PEBP4","NA","NA"
"15219","ADAMDEC1","NA","NA"
"15220","MRO","NA","NA"
"15221","CNTN6","NA","NA"
"15222","CHL1","NA","NA"
"15223","GNAT2","NA","NA"
"15224","REG4","NA","NA"
"15225","TSHB","NA","NA"
"15226","GSTM5","NA","NA"
"15227","CHIA","7.5079177430714203","2.11176913484965E-26"
"15228","HMGCS2","NA","NA"
"15229","ADAM30","NA","NA"
"15230","CD101","NA","NA"
"15231","NGF","NA","NA"
"15232","MYCN","NA","NA"
"15233","ANO3","NA","NA"
"15234","CFHR4","NA","NA"
"15235","CRB1","NA","NA"
"15236","CFHR5","NA","NA"
"15237","ERN2","NA","NA"
"15238","RAX","NA","NA"
"15239","GRP","NA","NA"
"15240","IL2RA","NA","NA"
"15241","HRH4","NA","NA"
"15242","SLCO1B1","NA","NA"
"15243","KLRD1","NA","NA"
"15244","KLRC1","NA","NA"
"15245","PRH2","NA","NA"
"15246","MYBPC3","NA","NA"
"15247","USP26","NA","NA"
"15248","RAB33A","NA","NA"
"15249","SOX3","NA","NA"
"15250","MTNR1B","NA","NA"
"15251","DSC2","-0.47786773164229801","0.76802336662586701"
"15252","DSG3","NA","NA"
"15253","DSG1","-5.1383076229762503","2.6006090551875402E-132"
"15254","DSC3","NA","NA"
"15255","DSC1","-5.10909425454554","2.9905945844756199E-4"
"15256","GIF","NA","NA"
"15257","APLNR","NA","NA"
"15258","TCN1","NA","NA"
"15259","C5AR2","NA","NA"
"15260","CLDN10","NA","NA"
"15261","ADAMTS8","NA","NA"
"15262","ACRV1","NA","NA"
"15263","KLB","NA","NA"
"15264","HAVCR2","NA","NA"
"15265","SDS","NA","NA"
"15266","MSI1","NA","NA"
"15267","HRK","NA","NA"
"15268","DTX1","NA","NA"
"15269","OCM2","NA","NA"
"15270","UGT2A3","NA","NA"
"15271","CSN2","NA","NA"
"15272","UGT2B28","NA","NA"
"15273","FAM71F1","NA","NA"
"15274","KCP","NA","NA"
"15275","BAI3","NA","NA"
"15276","ANKRD6","NA","NA"
"15277","HTR1B","NA","NA"
"15278","CGA","NA","NA"
"15279","GJA10","NA","NA"
"15280","EHF","NA","NA"
"15281","ELF5","NA","NA"
"15282","PRPH","NA","NA"
"15283","AMHR2","NA","NA"
"15284","LACRT","NA","NA"
"15285","GLS2","NA","NA"
"15286","TESPA1","NA","NA"
"15287","KRT85","NA","NA"
"15288","PPP1R1A","NA","NA"
"15289","FAIM2","NA","NA"
"15290","MIP","NA","NA"
"15291","KCNH3","NA","NA"
"15292","MAP7","NA","NA"
"15293","TAAR5","NA","NA"
"15294","NMBR","NA","NA"
"15295","EGR4","NA","NA"
"15296","EMX1","NA","NA"
"15297","BCMO1","NA","NA"
"15298","CHST5","NA","NA"
"15299","CAPN9","NA","NA"
"15300","RGS8","NA","NA"
"15301","GPR55","NA","NA"
"15302","HTR2B","NA","NA"
"15303","SLC19A3","NA","NA"
"15304","EDAR","NA","NA"
"15305","GPR45","NA","NA"
"15306","LECT1","NA","NA"
"15307","SCEL","NA","NA"
"15308","LCP1","NA","NA"
"15309","SPDYE1","NA","NA"
"15310","AOAH","NA","NA"
"15311","MYO1G","NA","NA"
"15312","MMD2","NA","NA"
"15313","CIDEB","NA","NA"
"15314","NKX2-8","NA","NA"
"15315","NKX2-1","NA","NA"
"15316","CHAD","0.12471490915099701","0.97111581088229604"
"15317","GH2","NA","NA"
"15318","CSH1","NA","NA"
"15319","TBR1","-1.9454735694108001","0.15866798342591801"
"15320","41704","NA","NA"
"15321","ERMN","NA","NA"
"15322","GATA4","NA","NA"
"15323","IL10","NA","NA"
"15324","IL36G","NA","NA"
"15325","IL1RN","NA","NA"
"15326","IL36A","NA","NA"
"15327","IL36RN","NA","NA"
"15328","IL36B","NA","NA"
"15329","IL1F10","NA","NA"
"15330","CFC1","NA","NA"
"15331","GAD2","NA","NA"
"15332","FRRS1L","NA","NA"
"15333","OR1J1","NA","NA"
"15334","OR13C9","NA","NA"
"15335","ALDOB","NA","NA"
"15336","KIF12","NA","NA"
"15337","WDR38","NA","NA"
"15338","GABBR2","NA","NA"
"15339","HEMGN","NA","NA"
"15340","NR5A1","NA","NA"
"15341","OR1L4","NA","NA"
"15342","LMX1B","NA","NA"
"15343","IL33","NA","NA"
"15344","CCL21","NA","NA"
"15345","SIT1","NA","NA"
"15346","IFNA21","NA","NA"
"15347","DMRT1","NA","NA"
"15348","SLC22A7","NA","NA"
"15349","CAPN11","NA","NA"
"15350","TINAG","NA","NA"
"15351","HCRTR2","NA","NA"
"15352","HIST1H2AB","-0.148792320562318","0.57187878261840397"
"15353","KIAA0319","NA","NA"
"15354","IRF4","NA","NA"
"15355","GCM1","NA","NA"
"15356","CLPS","NA","NA"
"15357","C6orf52","NA","NA"
"15358","FGFBP1","NA","NA"
"15359","FGFBP2","NA","NA"
"15360","MGARP","NA","NA"
"15361","TTC29","NA","NA"
"15362","SLCO2B1","NA","NA"
"15363","TTPA","NA","NA"
"15364","SLCO5A1","NA","NA"
"15365","NXPE4","NA","NA"
"15366","TMPRSS4","NA","NA"
"15367","MMP20","NA","NA"
"15368","MMP27","NA","NA"
"15369","TRIM29","NA","NA"
"15370","BTG4","NA","NA"
"15371","POU2F3","NA","NA"
"15372","FXYD2","NA","NA"
"15373","MMP13","NA","NA"
"15374","TMPRSS13","NA","NA"
"15375","CASP5","NA","NA"
"15376","UNC13C","NA","NA"
"15377","PLCB2","NA","NA"
"15378","PAK6","NA","NA"
"15379","DUOX1","NA","NA"
"15380","SLC28A2","NA","NA"
"15381","STRA6","NA","NA"
"15382","BCL2L10","NA","NA"
"15383","SLC44A5","NA","NA"
"15384","CLCA2","NA","NA"
"15385","DNASE2B","NA","NA"
"15386","LHCGR","NA","NA"
"15387","SULT6B1","NA","NA"
"15388","ABCG5","NA","NA"
"15389","SIX3","NA","NA"
"15390","CYP2C9","NA","NA"
"15391","CYP2C8","NA","NA"
"15392","CH25H","NA","NA"
"15393","LBX1","NA","NA"
"15394","BTBD16","NA","NA"
"15395","RBP4","NA","NA"
"15396","GPR87","NA","NA"
"15397","MSMB","NA","NA"
"15398","PLA2G12B","NA","NA"
"15399","OIT3","NA","NA"
"15400","MDH1B","NA","NA"
"15401","GUCA1C","NA","NA"
"15402","HCN4","NA","NA"
"15403","NDST4","NA","NA"
"15404","PRKG2","NA","NA"
"15405","RASGEF1B","NA","NA"
"15406","IL21","NA","NA"
"15407","MMRN1","NA","NA"
"15408","TRPC3","NA","NA"
"15409","CXCL9","NA","NA"
"15410","41892","NA","NA"
"15411","CDKL2","NA","NA"
"15412","LEF1","NA","NA"
"15413","C4orf17","NA","NA"
"15414","MTTP","NA","NA"
"15415","TTLL8","NA","NA"
"15416","KIAA1644","NA","NA"
"15417","PARVG","NA","NA"
"15418","PDE6H","NA","NA"
"15419","ERP27","NA","NA"
"15420","PIK3C2G","-4.61864001295288E-2","0.94755383461613096"
"15421","PLCZ1","NA","NA"
"15422","SLCO1C1","NA","NA"
"15423","CD27","NA","NA"
"15424","PPFIA2","NA","NA"
"15425","ANP32D","NA","NA"
"15426","41706","NA","NA"
"15427","TPH2","NA","NA"
"15428","KERA","NA","NA"
"15429","SYCP3","NA","NA"
"15430","ASCL1","NA","NA"
"15431","FOXN4","NA","NA"
"15432","PDX1","NA","NA"
"15433","CCDC65","NA","NA"
"15434","SLC39A5","NA","NA"
"15435","RDH16","NA","NA"
"15436","DHH","NA","NA"
"15437","GPR84","NA","NA"
"15438","NPFF","NA","NA"
"15439","CELA1","NA","NA"
"15440","ITGB7","NA","NA"
"15441","KRT71","5.2070228691080596","3.5771711192493001E-125"
"15442","SMIM2","NA","NA"
"15443","MORN3","NA","NA"
"15444","RHOF","NA","NA"
"15445","SRRM4","NA","NA"
"15446","METTL21C","NA","NA"
"15447","RNF113B","NA","NA"
"15448","ZIC5","NA","NA"
"15449","TTC6","NA","NA"
"15450","REM2","NA","NA"
"15451","MDGA2","NA","NA"
"15452","SYT16","NA","NA"
"15453","ADAM21","NA","NA"
"15454","RDH12","NA","NA"
"15455","KCNH5","5.7959247571533101","4.49518087315162E-21"
"15456","GPR65","NA","NA"
"15457","FAM181A","NA","NA"
"15458","SLC24A4","NA","NA"
"15459","SERPINA10","0.61496111648665797","0.71345684367850104"
"15460","SLC25A47","NA","NA"
"15461","DUOXA1","NA","NA"
"15462","DUOXA2","NA","NA"
"15463","DUOX2","NA","NA"
"15464","SLC27A2","NA","NA"
"15465","HDC","NA","NA"
"15466","PSTPIP1","NA","NA"
"15467","BCL2A1","NA","NA"
"15468","ADAMTS17","NA","NA"
"15469","GOLGA6D","NA","NA"
"15470","CCDC33","NA","NA"
"15471","CYP1A2","NA","NA"
"15472","LMAN1L","NA","NA"
"15473","RHCG","NA","NA"
"15474","RLBP1","NA","NA"
"15475","WDR93","NA","NA"
"15476","SH3GL3","NA","NA"
"15477","41893","NA","NA"
"15478","SLC5A2","NA","NA"
"15479","ITGAX","NA","NA"
"15480","IGSF6","NA","NA"
"15481","ABCC12","NA","NA"
"15482","CHST4","NA","NA"
"15483","ADAMTS18","NA","NA"
"15484","NUDT7","NA","NA"
"15485","CMTM2","NA","NA"
"15486","ADAD2","NA","NA"
"15487","IRF8","NA","NA"
"15488","CTRL","NA","NA"
"15489","DPEP3","NA","NA"
"15490","OR4D1","NA","NA"
"15491","KIF2B","NA","NA"
"15492","SPATA22","NA","NA"
"15493","SKAP1","NA","NA"
"15494","RHBDL3","NA","NA"
"15495","SPACA3","NA","NA"
"15496","C17orf64","NA","NA"
"15497","GNAL","10.319313244943899","1.6179326942048399E-6"
"15498","ASXL3","NA","NA"
"15499","ADCYAP1","NA","NA"
"15500","MEP1B","NA","NA"
"15501","SLC13A5","NA","NA"
"15502","ZMYND15","NA","NA"
"15503","ASGR1","NA","NA"
"15504","PIK3R5","NA","NA"
"15505","ZNF750","NA","NA"
"15506","MAPK4","NA","NA"
"15507","TNFRSF11A","NA","NA"
"15508","FBXO15","NA","NA"
"15509","CBLN2","NA","NA"
"15510","GRB7","NA","NA"
"15511","PNMT","NA","NA"
"15512","ARL5C","NA","NA"
"15513","STAC2","NA","NA"
"15514","CTB-55O6.8","NA","NA"
"15515","VAV1","NA","NA"
"15516","CIB3","NA","NA"
"15517","CTD-3222D19.2","NA","NA"
"15518","DMRTC2","NA","NA"
"15519","IL19","NA","NA"
"15520","NTN5","NA","NA"
"15521","LMTK3","NA","NA"
"15522","CBLC","NA","NA"
"15523","MYO1F","NA","NA"
"15524","FBN3","NA","NA"
"15525","TM4SF5","NA","NA"
"15526","GPR32","NA","NA"
"15527","SIGLEC10","NA","NA"
"15528","ACPT","NA","NA"
"15529","KLK3","NA","NA"
"15530","FAM71E1","NA","NA"
"15531","PTH2","NA","NA"
"15532","SPIB","NA","NA"
"15533","IGLON5","NA","NA"
"15534","MMEL1","NA","NA"
"15535","CELA2A","NA","NA"
"15536","PADI3","NA","NA"
"15537","IL22RA1","NA","NA"
"15538","C1orf94","NA","NA"
"15539","DMRTA2","NA","NA"
"15540","FCN3","NA","NA"
"15541","SYTL1","NA","NA"
"15542","TINAGL1","NA","NA"
"15543","BEST4","NA","NA"
"15544","CYP4B1","NA","NA"
"15545","TMEM61","NA","NA"
"15546","DMRTB1","NA","NA"
"15547","BARHL2","NA","NA"
"15548","KCNA10","NA","NA"
"15549","FNDC7","NA","NA"
"15550","C1orf162","NA","NA"
"15551","PROK1","NA","NA"
"15552","GJA5","NA","NA"
"15553","GPA33","NA","NA"
"15554","RXRG","NA","NA"
"15555","XCL1","NA","NA"
"15556","XCL2","NA","NA"
"15557","MAEL","NA","NA"
"15558","FCGR2A","NA","NA"
"15559","NR1I3","NA","NA"
"15560","F13B","9.3068403220372602","1.3299368461076301E-5"
"15561","FCRL5","NA","NA"
"15562","CASQ1","NA","NA"
"15563","FAM163A","NA","NA"
"15564","RORC","NA","NA"
"15565","ANXA9","NA","NA"
"15566","OAZ3","NA","NA"
"15567","HORMAD1","NA","NA"
"15568","SUSD4","NA","NA"
"15569","FLG2","-3.81490263430979","1.6893556264119399E-128"
"15570","CRNN","NA","NA"
"15571","S100A8","-3.9151547681970902","5.4464945413266998E-2"
"15572","NUP210L","-6.7215771705105203","2.8166341370412101E-3"
"15573","S100A7","-4.1479025130316698","3.2345469826694901E-3"
"15574","AQP10","NA","NA"
"15575","PKLR","7.7059261605013099","4.4244637952012999E-4"
"15576","LEFTY2","NA","NA"
"15577","CNIH3","NA","NA"
"15578","REN","NA","NA"
"15579","PTPN7","NA","NA"
"15580","SYT2","NA","NA"
"15581","GDF7","NA","NA"
"15582","ABCG8","NA","NA"
"15583","REG3G","NA","NA"
"15584","ABHD1","NA","NA"
"15585","NAT8","NA","NA"
"15586","DQX1","NA","NA"
"15587","ST6GAL2","NA","NA"
"15588","C1QL2","NA","NA"
"15589","NT5DC4","NA","NA"
"15590","LYG1","NA","NA"
"15591","NXPH2","NA","NA"
"15592","THSD7B","NA","NA"
"15593","GALNT13","NA","NA"
"15594","SCN1A","NA","NA"
"15595","SLC4A10","NA","NA"
"15596","PTH2R","NA","NA"
"15597","CPO","NA","NA"
"15598","ABCA12","-2.6511708876651801","0.22392291349623999"
"15599","NYAP2","NA","NA"
"15600","TRPM8","NA","NA"
"15601","CPNE9","14.7217958314403","1.7577143151685399E-11"
"15602","41701","NA","NA"
"15603","CNTN4","NA","NA"
"15604","CCBP2","NA","NA"
"15605","FAM198A","NA","NA"
"15606","SLC22A14","NA","NA"
"15607","GPR128","NA","NA"
"15608","TAGLN3","NA","NA"
"15609","PLA1A","NA","NA"
"15610","NR1I2","NA","NA"
"15611","ALDH1L1","NA","NA"
"15612","SPATA16","NA","NA"
"15613","FAM86B2","NA","NA"
"15614","UCN2","NA","NA"
"15615","STXBP5L","NA","NA"
"15616","ILDR1","NA","NA"
"15617","TM4SF19","NA","NA"
"15618","MUC4","NA","NA"
"15619","AHSG","3.98246882156301","0"
"15620","VWA5B2","NA","NA"
"15621","SLC10A6","NA","NA"
"15622","CABS1","NA","NA"
"15623","GC","4.7921982917902","0"
"15624","SNCA","NA","NA"
"15625","FABP2","NA","NA"
"15626","41698","NA","NA"
"15627","RNF175","NA","NA"
"15628","GLRA3","NA","NA"
"15629","ROPN1L","NA","NA"
"15630","41703","NA","NA"
"15631","CDH18","NA","NA"
"15632","FAM105A","NA","NA"
"15633","UGT3A1","NA","NA"
"15634","FAM159B","NA","NA"
"15635","GZMA","NA","NA"
"15636","HAPLN1","NA","NA"
"15637","BHMT","6.3894866487343398","1.11308263437751E-3"
"15638","ANKRD31","NA","NA"
"15639","IQGAP2","NA","NA"
"15640","LIX1","NA","NA"
"15641","SPATA9","NA","NA"
"15642","ADAMTS19","NA","NA"
"15643","CXCL14","NA","NA"
"15644","LECT2","9.4477192667511591","1.4920066831510099E-6"
"15645","SLC25A48","NA","NA"
"15646","IL9","NA","NA"
"15647","TIMD4","NA","NA"
"15648","GABRA6","NA","NA"
"15649","GABRB2","NA","NA"
"15650","SPINK7","NA","NA"
"15651","GLRA1","NA","NA"
"15652","CPLX2","NA","NA"
"15653","KCNMB1","NA","NA"
"15654","C6ORF50","NA","NA"
"15655","FAM217A","NA","NA"
"15656","PSD2","NA","NA"
"15657","LRRTM2","NA","NA"
"15658","GFRA3","NA","NA"
"15659","DCDC2","NA","NA"
"15660","SLC17A4","NA","NA"
"15661","HIST1H2BA","NA","NA"
"15662","KAAG1","NA","NA"
"15663","PLA2G7","NA","NA"
"15664","RASGEF1C","NA","NA"
"15665","HMGCLL1","NA","NA"
"15666","LGSN","NA","NA"
"15667","FGD2","10.265392823754","1.9098509589926101E-12"
"15668","CRIP3","NA","NA"
"15669","TTBK1","NA","NA"
"15670","TCTE1","NA","NA"
"15671","CYP39A1","NA","NA"
"15672","GABRR1","NA","NA"
"15673","SCML4","NA","NA"
"15674","CLVS2","NA","NA"
"15675","GPR6","NA","NA"
"15676","RSPO3","NA","NA"
"15677","TAAR2","NA","NA"
"15678","TAAR6","NA","NA"
"15679","TAAR8","NA","NA"
"15680","TAAR1","NA","NA"
"15681","PNLDC1","NA","NA"
"15682","VIP","NA","NA"
"15683","C6orf123","NA","NA"
"15684","VWDE","NA","NA"
"15685","FERD3L","NA","NA"
"15686","IGFBP1","NA","NA"
"15687","SRCRB4D","NA","NA"
"15688","AC006014.8","NA","NA"
"15689","TRIM50","NA","NA"
"15690","ASB15","NA","NA"
"15691","ZAN","NA","NA"
"15692","STRA8","NA","NA"
"15693","EPHA1","NA","NA"
"15694","ASB10","NA","NA"
"15695","RAB19","NA","NA"
"15696","DENND2A","NA","NA"
"15697","TMEM27","NA","NA"
"15698","AKAP4","NA","NA"
"15699","CXorf36","NA","NA"
"15700","ZNF157","NA","NA"
"15701","RAB41","NA","NA"
"15702","GPR174","NA","NA"
"15703","AWAT2","NA","NA"
"15704","IL2RG","NA","NA"
"15705","CPXCR1","NA","NA"
"15706","NXF3","NA","NA"
"15707","RIPPLY1","NA","NA"
"15708","FRMPD3","NA","NA"
"15709","HTR2C","NA","NA"
"15710","IGSF1","NA","NA"
"15711","ARHGAP36","NA","NA"
"15712","GPC3","NA","NA"
"15713","GPR119","NA","NA"
"15714","FATE1","NA","NA"
"15715","OPN1MW","NA","NA"
